"","APMC","Commodity","Type"
"3802","jalgaon","tamarind","Multiplicative"
"3803","ghansawangi","tamarind","Multiplicative"
"3804","ausa","tamarind","Multiplicative"
"3805","udgir","tamarind","Multiplicative"
"3806","ahmedpur","tamarind","Multiplicative"
"3807","devala","tamarind","Multiplicative"
"3808","kalvan","tamarind","Multiplicative"
"3809","sinner","tamarind","Multiplicative"
"3810","kalamb (os)","tamarind","Multiplicative"
"3811","shirur","tamarind","Multiplicative"
"3812","pune-pimpri","tamarind","Multiplicative"
"3813","tasgaon","tamarind","Multiplicative"
"3814","kurdwadi","tamarind","Multiplicative"
"3815","ahmednagar","tamarind seed","Multiplicative"
"3816","kada","tamarind seed","Multiplicative"
"3817","kada (ashti)","tamarind seed","Multiplicative"
"3818","udgir","tamarind seed","Multiplicative"
"3819","ahmedpur","tamarind seed","Multiplicative"
"3820","barshi","tamarind seed","Multiplicative"
"3821","kurdwadi","tamarind seed","Multiplicative"
"3822","manchar","tandulja","Multiplicative"
"3823","akot","thymol/lovage","Multiplicative"
"3824","daryapur","thymol/lovage","Multiplicative"
"3825","lasur station","thymol/lovage","Multiplicative"
"3826","khamgaon","thymol/lovage","Multiplicative"
"3827","nandurbar","thymol/lovage","Multiplicative"
"3828","ahmednagar","tomato","Multiplicative"
"3829","rahuri","tomato","Multiplicative"
"3830","chandrapur","tomato","Multiplicative"
"3831","chalisgaon","tomato","Multiplicative"
"3832","kolhapur","tomato","Multiplicative"
"3833","navapur","tomato","Multiplicative"
"3834","chandvad","tomato","Multiplicative"
"3835","manchar","tomato","Multiplicative"
"3836","khed-chakan","tomato","Multiplicative"
"3837","khed (shel pimpalgaon)","tomato","Multiplicative"
"3838","palus","tomato","Multiplicative"
"3839","sengaon","turmeric","Multiplicative"
"3840","jawala-bajar","turmeric","Multiplicative"
"3841","mumbai","turmeric","Multiplicative"
"3842","vai","turmeric","Multiplicative"
"3843","koregaon","turmeric","Multiplicative"
"3844","kolhapur","wal bhaji","Multiplicative"
"3845","ramtek","wal bhaji","Multiplicative"
"3846","shrirampur","wal papdi","Multiplicative"
"3847","kolhapur","wal papdi","Multiplicative"
"3848","navapur","wal papdi","Multiplicative"
"3849","ratanagari","wal papdi","Multiplicative"
"3850","vai","wal papdi","Multiplicative"
"3851","khed-chakan","walvad","Multiplicative"
"3852","junnar-otur","walvad","Multiplicative"
"3853","chandrapur","water melon","Multiplicative"
"3854","kolhapur","water melon","Multiplicative"
"3855","sangli-phale bhajipalam","water melon","Multiplicative"
"3856","barshi","water melon","Multiplicative"
"3857","jamkhed","wheat(husked)","Multiplicative"
"3858","shrirampur-belapur","wheat(husked)","Multiplicative"
"3859","shrigonda","wheat(husked)","Multiplicative"
"3860","akot","wheat(husked)","Multiplicative"
"3861","balapur","wheat(husked)","Multiplicative"
"3862","nandgaon khandeshwar","wheat(husked)","Multiplicative"
"3863","dharni","wheat(husked)","Multiplicative"
"3864","daryapur","wheat(husked)","Multiplicative"
"3865","fulambri","wheat(husked)","Multiplicative"
"3866","kada (ashti)","wheat(husked)","Multiplicative"
"3867","lakhandur","wheat(husked)","Multiplicative"
"3868","sangrampur-varvatbakal","wheat(husked)","Multiplicative"
"3869","sindkhed raja","wheat(husked)","Multiplicative"
"3870","nagbhid","wheat(husked)","Multiplicative"
"3871","varora","wheat(husked)","Multiplicative"
"3872","dondaicha-sindkheda","wheat(husked)","Multiplicative"
"3873","sengaon","wheat(husked)","Multiplicative"
"3874","pachora","wheat(husked)","Multiplicative"
"3875","parola","wheat(husked)","Multiplicative"
"3876","yawal","wheat(husked)","Multiplicative"
"3877","ashti (jalna)","wheat(husked)","Multiplicative"
"3878","latur-murud","wheat(husked)","Multiplicative"
"3879","aurad shahajani","wheat(husked)","Multiplicative"
"3880","latur","wheat(husked)","Multiplicative"
"3881","himayatnagar","wheat(husked)","Multiplicative"
"3882","kinwat","wheat(husked)","Multiplicative"
"3883","mudkhed","wheat(husked)","Multiplicative"
"3884","akkalkuwa","wheat(husked)","Multiplicative"
"3885","navapur","wheat(husked)","Multiplicative"
"3886","lasalgaon-vinchur","wheat(husked)","Multiplicative"
"3887","lasalgaon-niphad","wheat(husked)","Multiplicative"
"3888","lohara","wheat(husked)","Multiplicative"
"3889","paranda","wheat(husked)","Multiplicative"
"3890","palam","wheat(husked)","Multiplicative"
"3891","manwat","wheat(husked)","Multiplicative"
"3892","indapur","wheat(husked)","Multiplicative"
"3893","nira","wheat(husked)","Multiplicative"
"3894","indapur (nimgaon ketki)","wheat(husked)","Multiplicative"
"3895","nira-saswad","wheat(husked)","Multiplicative"
"3896","vaduj","wheat(husked)","Multiplicative"
"3897","barshi-vairag","wheat(husked)","Multiplicative"
"3898","kurdwadi-modnimb","wheat(husked)","Multiplicative"
"3899","palghar(bevur)","wheat(husked)","Multiplicative"
"3900","vasai","wheat(husked)","Multiplicative"
"3901","kalyan","wheat(husked)","Multiplicative"
"3902","arvi","wheat(husked)","Multiplicative"
"3903","pulgaon","wheat(husked)","Multiplicative"
"3904","sindi","wheat(husked)","Multiplicative"
"3905","sindi (selu)","wheat(husked)","Multiplicative"
"3906","ashti-karanja","wheat(husked)","Multiplicative"
"3907","hinganghat","wheat(husked)","Multiplicative"
"3908","malegaon (washim)","wheat(husked)","Multiplicative"
"3909","risod","wheat(husked)","Multiplicative"
"3910","digras","wheat(husked)","Multiplicative"
"3911","mahagaon","wheat(husked)","Multiplicative"
"3912","zarijamini","wheat(husked)","Multiplicative"
"3913","pandharkawada","wheat(husked)","Multiplicative"
"3914","indapur","wheat(unhusked)","Multiplicative"
"3915","sangli-miraj","wheat(unhusked)","Multiplicative"
"3916","akluj","wheat(unhusked)","Multiplicative"
"3917","kolhapur","wood apple","Multiplicative"
"3918","ramtek","zendu","Multiplicative"
"3919","chandvad","zendu","Multiplicative"
"3920","kalyan","zendu","Multiplicative"
"3921","amarawati","amba koy","Multiplicative"
"3922","kamthi","ambat chuka","Multiplicative"
"3923","nagpur","ambat chuka","Multiplicative"
"3924","nashik-devlali","ambat chuka","Multiplicative"
"3925","rahuri","apple","Multiplicative"
"3926","amarawati-fruit and vegetables","apple","Multiplicative"
"3927","mumbai-fruit market","apple","Multiplicative"
"3928","pune-pimpri","arvi","Multiplicative"
"3929","rahuri-songaon","bajri","Multiplicative"
"3930","chikhali","bajri","Multiplicative"
"3931","dharangaon","bajri","Multiplicative"
"3932","jalgaon-masawat","bajri","Multiplicative"
"3933","navapur","bajri","Multiplicative"
"3934","nampur","bajri","Multiplicative"
"3935","pune-pimpri","bajri","Multiplicative"
"3936","ulhasnagar","bajri","Multiplicative"
"3937","bori","bajri","Multiplicative"
"3938","vadvani","bajri","Multiplicative"
"3939","chakur","bajri","Multiplicative"
"3940","chalisgaon","banana","Multiplicative"
"3941","mumbai-fruit market","banana","Multiplicative"
"3942","nashik","banana","Multiplicative"
"3943","nashik-devlali","banana","Multiplicative"
"3944","nanded","baru seed","Multiplicative"
"3945","akola","batbati","Multiplicative"
"3946","amarawati-fruit and vegetables","beet root","Multiplicative"
"3947","pune-moshi","beet root","Multiplicative"
"3948","alibag","betelnuts","Multiplicative"
"3949","dhadgaon","bhagar/vari","Multiplicative"
"3950","amarawati-fruit and vegetables","bitter gourd","Multiplicative"
"3951","dhule","bitter gourd","Multiplicative"
"3952","chalisgaon","bitter gourd","Multiplicative"
"3953","kolhapur-malkapur","bitter gourd","Multiplicative"
"3954","navapur","bitter gourd","Multiplicative"
"3955","chandvad","bitter gourd","Multiplicative"
"3956","pune-moshi","bitter gourd","Multiplicative"
"3957","islampur","bitter gourd","Multiplicative"
"3958","phaltan","bitter gourd","Multiplicative"
"3959","pandharpur","bitter gourd","Multiplicative"
"3960","shrigonda","black gram","Multiplicative"
"3961","kopargaon","black gram","Multiplicative"
"3962","shevgaon","black gram","Multiplicative"
"3963","shrirampur-belapur","black gram","Multiplicative"
"3964","patur","black gram","Multiplicative"
"3965","chandur rly.","black gram","Multiplicative"
"3966","dhamangaon-rly","black gram","Multiplicative"
"3967","morshi","black gram","Multiplicative"
"3968","varud","black gram","Multiplicative"
"3969","gangapur","black gram","Multiplicative"
"3970","majalgaon","black gram","Multiplicative"
"3971","bhandara","black gram","Multiplicative"
"3972","pavani","black gram","Multiplicative"
"3973","sindkhed raja","black gram","Multiplicative"
"3974","dondaicha-sindkheda","black gram","Multiplicative"
"3975","sakri","black gram","Multiplicative"
"3976","basmat (kurunda)","black gram","Multiplicative"
"3977","hingoli-kanegaon naka","black gram","Multiplicative"
"3978","dharangaon","black gram","Multiplicative"
"3979","parola","black gram","Multiplicative"
"3980","jalgaon-masawat","black gram","Multiplicative"
"3981","yawal","black gram","Multiplicative"
"3982","bhokardan","black gram","Multiplicative"
"3983","bhokardan-pimpalgaon renu","black gram","Multiplicative"
"3984","ambad(vadi godri)","black gram","Multiplicative"
"3985","chakur","black gram","Multiplicative"
"3986","hanegaon","black gram","Multiplicative"
"3987","kinwat","black gram","Multiplicative"
"3988","lasalgaon-niphad","black gram","Multiplicative"
"3989","lasalgaon-vinchur","black gram","Multiplicative"
"3990","manmad","black gram","Multiplicative"
"3991","nampur","black gram","Multiplicative"
"3992","yeola","black gram","Multiplicative"
"3993","paranda","black gram","Multiplicative"
"3994","bori","black gram","Multiplicative"
"3995","pathari","black gram","Multiplicative"
"3996","manwat","black gram","Multiplicative"
"3997","tadkalas","black gram","Multiplicative"
"3998","vaduj","black gram","Multiplicative"
"3999","karmala","black gram","Multiplicative"
"4000","wardha","black gram","Multiplicative"
"4001","washim-ansing","black gram","Multiplicative"
"4002","devani","black gram","Multiplicative"
"4003","amarawati-fruit and vegetables","bor","Multiplicative"
"4004","rahuri","bottle gourd","Multiplicative"
"4005","dhule","bottle gourd","Multiplicative"
"4006","junnar-otur","bottle gourd","Multiplicative"
"4007","pune-moshi","bottle gourd","Multiplicative"
"4008","palus","bottle gourd","Multiplicative"
"4009","barshi","bottle gourd","Multiplicative"
"4010","rahuri-songaon","brinjal","Multiplicative"
"4011","amarawati-fruit and vegetables","brinjal","Multiplicative"
"4012","dhule","brinjal","Multiplicative"
"4013","chalisgaon","brinjal","Multiplicative"
"4014","kolhapur-malkapur","brinjal","Multiplicative"
"4015","parshiwani","brinjal","Multiplicative"
"4016","chandvad","brinjal","Multiplicative"
"4017","manmad","brinjal","Multiplicative"
"4018","pune-moshi","brinjal","Multiplicative"
"4019","khed","brinjal","Multiplicative"
"4020","phaltan","brinjal","Multiplicative"
"4021","junnar (bhlhe)","buffalo","Multiplicative"
"4022","palus","buffalo","Multiplicative"
"4023","korpana","bullack","Multiplicative"
"4024","junnar (bhlhe)","bullack","Multiplicative"
"4025","amarawati","bullock heart","Multiplicative"
"4026","amarawati-fruit and vegetables","cabbage","Multiplicative"
"4027","kolhapur-malkapur","cabbage","Multiplicative"
"4028","pune-moshi","cabbage","Multiplicative"
"4029","islampur","cabbage","Multiplicative"
"4030","palus","cabbage","Multiplicative"
"4031","murbad","cabbage","Multiplicative"
"4032","rahuri-songaon","capsicum","Multiplicative"
"4033","amarawati","capsicum","Multiplicative"
"4034","amarawati-fruit and vegetables","capsicum","Multiplicative"
"4035","dhule","capsicum","Multiplicative"
"4036","kolhapur-malkapur","capsicum","Multiplicative"
"4037","manmad","capsicum","Multiplicative"
"4038","pune-moshi","capsicum","Multiplicative"
"4039","islampur","capsicum","Multiplicative"
"4040","palus","capsicum","Multiplicative"
"4041","amarawati-fruit and vegetables","carrot","Multiplicative"
"4042","dhule","carrot","Multiplicative"
"4043","junnar-otur","carrot","Multiplicative"
"4044","pune-moshi","carrot","Multiplicative"
"4045","panvel","carrot","Multiplicative"
"4046","sillod-bharadi","castor seed","Multiplicative"
"4047","kej","castor seed","Multiplicative"
"4048","bhandara","castor seed","Multiplicative"
"4049","sakri","castor seed","Multiplicative"
"4050","shirpur","castor seed","Multiplicative"
"4051","bhokardan-pimpalgaon renu","castor seed","Multiplicative"
"4052","nanded","castor seed","Multiplicative"
"4053","tuljapur","castor seed","Multiplicative"
"4054","nashik-devlali","chavli (pala)","Multiplicative"
"4055","pune-moshi","chavli (pala)","Multiplicative"
"4056","kurdwadi","chavli (pala)","Multiplicative"
"4057","amarawati-fruit and vegetables","chavli (shenga )","Multiplicative"
"4058","parshiwani","chavli (shenga )","Multiplicative"
"4059","pune-moshi","chavli (shenga )","Multiplicative"
"4060","palus","chavli (shenga )","Multiplicative"
"4061","ahmednagar","chikoo","Multiplicative"
"4062","amarawati-fruit and vegetables","chikoo","Multiplicative"
"4063","mumbai-fruit market","chikoo","Multiplicative"
"4064","ramtek","chikoo","Multiplicative"
"4065","morshi","chillies(red)","Multiplicative"
"4066","sironcha","chillies(red)","Multiplicative"
"4067","amalner","chillies(red)","Multiplicative"
"4068","kalvan","chillies(red)","Multiplicative"
"4069","barshi","chillies(red)","Multiplicative"
"4070","kurdwadi-modnimb","chillies(red)","Multiplicative"
"4071","kalyan","chillies(red)","Multiplicative"
"4072","dharni","chino","Multiplicative"
"4073","rahuri","cluster bean","Multiplicative"
"4074","rahuri-songaon","cluster bean","Multiplicative"
"4075","amarawati-fruit and vegetables","cluster bean","Multiplicative"
"4076","dhule","cluster bean","Multiplicative"
"4077","kolhapur-malkapur","cluster bean","Multiplicative"
"4078","navapur","cluster bean","Multiplicative"
"4079","manmad","cluster bean","Multiplicative"
"4080","junnar-otur","cluster bean","Multiplicative"
"4081","pune-moshi","cluster bean","Multiplicative"
"4082","panvel","cluster bean","Multiplicative"
"4083","phaltan","cluster bean","Multiplicative"
"4084","pune","coconut","Multiplicative"
"4085","alibag","coconut","Multiplicative"
"4086","ulhasnagar","coconut","Multiplicative"
"4087","amarawati-fruit and vegetables","coriander","Multiplicative"
"4088","chandrapur","coriander","Multiplicative"
"4089","dhule","coriander","Multiplicative"
"4090","chalisgaon","coriander","Multiplicative"
"4091","kolhapur-malkapur","coriander","Multiplicative"
"4092","nashik-devlali","coriander","Multiplicative"
"4093","manmad","coriander","Multiplicative"
"4094","khed-chakan","coriander","Multiplicative"
"4095","pune-pimpri","coriander","Multiplicative"
"4096","panvel","coriander","Multiplicative"
"4097","phaltan","coriander","Multiplicative"
"4098","kada","coriander (dry)","Multiplicative"
"4099","kille dharur","coriander (dry)","Multiplicative"
"4100","lakhandur","coriander (dry)","Multiplicative"
"4101","latur","coriander (dry)","Multiplicative"
"4102","chakur","coriander (dry)","Multiplicative"
"4103","mauda","coriander (dry)","Multiplicative"
"4104","dharmabad","coriander (dry)","Multiplicative"
"4105","lasalgaon","coriander (dry)","Multiplicative"
"4106","sinner","coriander (dry)","Multiplicative"
"4107","osmanabad","coriander (dry)","Multiplicative"
"4108","pune-pimpri","coriander (dry)","Multiplicative"
"4109","nira-saswad","coriander (dry)","Multiplicative"
"4110","indapur","coriander (dry)","Multiplicative"
"4111","sironcha","cotton","Multiplicative"
"4112","mangrulpeer","cotton","Multiplicative"
"4113","bhadrawati","cotton","Multiplicative"
"4114","vadvani","cotton","Multiplicative"
"4115","khamgaon","cow","Multiplicative"
"4116","junnar (alephata)","cow","Multiplicative"
"4117","palus","cow","Multiplicative"
"4118","vita","cow","Multiplicative"
"4119","kalyan","cow","Multiplicative"
"4120","kalyan (cattle market)","cow","Multiplicative"
"4121","shrigonda","cowpea","Multiplicative"
"4122","kada","cowpea","Multiplicative"
"4123","dondaicha","cowpea","Multiplicative"
"4124","chalisgaon","cowpea","Multiplicative"
"4125","barshi","cowpea","Multiplicative"
"4126","akkolkot","cowpea","Multiplicative"
"4127","amarawati-fruit and vegetables","cucumber","Multiplicative"
"4128","chandrapur-ganjwad","cucumber","Multiplicative"
"4129","dhule","cucumber","Multiplicative"
"4130","chalisgaon","cucumber","Multiplicative"
"4131","kolhapur-malkapur","cucumber","Multiplicative"
"4132","navapur","cucumber","Multiplicative"
"4133","khed","cucumber","Multiplicative"
"4134","pune-moshi","cucumber","Multiplicative"
"4135","islampur","cucumber","Multiplicative"
"4136","palus","cucumber","Multiplicative"
"4137","phaltan","cucumber","Multiplicative"
"4138","pune-moshi","curry leaves","Multiplicative"
"4139","vai","curry leaves","Multiplicative"
"4140","kalyan","curry leaves","Multiplicative"
"4141","amarawati-fruit and vegetables","custard apple","Multiplicative"
"4142","chandrapur","custard apple","Multiplicative"
"4143","chandrapur-ganjwad","custard apple","Multiplicative"
"4144","mumbai-fruit market","custard apple","Multiplicative"
"4145","junnar (alephata)","custard apple","Multiplicative"
"4146","rahuri","custard apple","Multiplicative"
"4147","amarawati-fruit and vegetables","dhemse","Multiplicative"
"4148","aurangabad","dhemse","Multiplicative"
"4149","pune-pimpri","dhemse","Multiplicative"
"4150","kamthi","elephant root","Multiplicative"
"4151","pune-moshi","elephant root","Multiplicative"
"4152","khed","farshi","Multiplicative"
"4153","pune-pimpri","fenugreek","Multiplicative"
"4154","mumbai-fruit market","fig","Multiplicative"
"4155","rahuri-songaon","flower","Multiplicative"
"4156","amarawati-fruit and vegetables","flower","Multiplicative"
"4157","kolhapur-malkapur","flower","Multiplicative"
"4158","manmad","flower","Multiplicative"
"4159","khed","flower","Multiplicative"
"4160","pune-moshi","flower","Multiplicative"
"4161","junnar (narayangaon)","flower","Multiplicative"
"4162","phaltan","flower","Multiplicative"
"4163","pandharpur","flower","Multiplicative"
"4164","vai","french bean","Multiplicative"
"4165","amarawati-fruit and vegetables","garlic","Multiplicative"
"4166","dhule","garlic","Multiplicative"
"4167","mumbai-onion and potato mkt","garlic","Multiplicative"
"4168","pune-moshi","garlic","Multiplicative"
"4169","manchar","garlic","Multiplicative"
"4170","barshi","garlic","Multiplicative"
"4171","khed-chakan","ghevda","Multiplicative"
"4172","pune-moshi","ghevda","Multiplicative"
"4173","panvel","ghevda","Multiplicative"
"4174","barshi","ghevda","Multiplicative"
"4175","akluj","ghevda","Multiplicative"
"4176","junnar-otur","ghosali(bhaji)","Multiplicative"
"4177","pune-moshi","ghosali(bhaji)","Multiplicative"
"4178","manchar","ghosali(bhaji)","Multiplicative"
"4179","khed-chakan","ghosali(bhaji)","Multiplicative"
"4180","junnar-otur","ginger (dry)","Multiplicative"
"4181","amarawati-fruit and vegetables","ginger (fresh)","Multiplicative"
"4182","chandrapur-ganjwad","ginger (fresh)","Multiplicative"
"4183","dhule","ginger (fresh)","Multiplicative"
"4184","chalisgaon","ginger (fresh)","Multiplicative"
"4185","pune-moshi","ginger (fresh)","Multiplicative"
"4186","korpana","goats","Multiplicative"
"4187","vadgaon peth","goats","Multiplicative"
"4188","junnar (bhlhe)","goats","Multiplicative"
"4189","palus","goats","Multiplicative"
"4190","akluj","goats","Multiplicative"
"4191","nandgaon khandeshwar","gram","Multiplicative"
"4192","pavani","gram","Multiplicative"
"4193","buldhana-dhad","gram","Multiplicative"
"4194","sindkhed raja","gram","Multiplicative"
"4195","dondaicha-sindkheda","gram","Multiplicative"
"4196","hingoli-kanegaon naka","gram","Multiplicative"
"4197","bodwad-varangaon","gram","Multiplicative"
"4198","dharangaon","gram","Multiplicative"
"4199","raver-sawada","gram","Multiplicative"
"4200","jalgaon-masawat","gram","Multiplicative"
"4201","parshiwani","gram","Multiplicative"
"4202","mauda","gram","Multiplicative"
"4203","hadgaon-tamsa","gram","Multiplicative"
"4204","mahur","gram","Multiplicative"
"4205","umari","gram","Multiplicative"
"4206","kundalwadi","gram","Multiplicative"
"4207","mudkhed","gram","Multiplicative"
"4208","nampur","gram","Multiplicative"
"4209","washi(osmanabad)","gram","Multiplicative"
"4210","bori","gram","Multiplicative"
"4211","pune-pimpri","gram","Multiplicative"
"4212","sindi (selu)","gram","Multiplicative"
"4213","washim-ansing","gram","Multiplicative"
"4214","kalamb (yawatmal)","gram","Multiplicative"
"4215","bori arab","gram","Multiplicative"
"4216","varud","gram","Multiplicative"
"4217","vadvani","gram","Multiplicative"
"4218","rahuri","grapes","Multiplicative"
"4219","amarawati","grapes","Multiplicative"
"4220","amarawati-fruit and vegetables","grapes","Multiplicative"
"4221","kalyan","grapes","Multiplicative"
"4222","amarawati-fruit and vegetables","green-peas","Multiplicative"
"4223","junnar-otur","green-peas","Multiplicative"
"4224","pune-moshi","green-peas","Multiplicative"
"4225","phaltan","green-peas","Multiplicative"
"4226","amarawati-fruit and vegetables","green chilli","Multiplicative"
"4227","chandrapur-ganjwad","green chilli","Multiplicative"
"4228","dhule","green chilli","Multiplicative"
"4229","chalisgaon","green chilli","Multiplicative"
"4230","khed","green chilli","Multiplicative"
"4231","pune-moshi","green chilli","Multiplicative"
"4232","islampur","green chilli","Multiplicative"
"4233","palus","green chilli","Multiplicative"
"4234","phaltan","green chilli","Multiplicative"
"4235","shevgaon-bodhegaon","green gram","Multiplicative"
"4236","shrigonda","green gram","Multiplicative"
"4237","shrirampur-belapur","green gram","Multiplicative"
"4238","newasa","green gram","Multiplicative"
"4239","dharni","green gram","Multiplicative"
"4240","chandur bajar","green gram","Multiplicative"
"4241","varud-rajura bazar","green gram","Multiplicative"
"4242","dhamangaon-rly","green gram","Multiplicative"
"4243","morshi","green gram","Multiplicative"
"4244","sindkhed raja","green gram","Multiplicative"
"4245","buldhana-dhad","green gram","Multiplicative"
"4246","hingoli-kanegaon naka","green gram","Multiplicative"
"4247","jawala-bajar","green gram","Multiplicative"
"4248","dharangaon","green gram","Multiplicative"
"4249","jalgaon-masawat","green gram","Multiplicative"
"4250","yawal","green gram","Multiplicative"
"4251","chakur","green gram","Multiplicative"
"4252","latur-murud","green gram","Multiplicative"
"4253","mauda","green gram","Multiplicative"
"4254","ramtek","green gram","Multiplicative"
"4255","hanegaon","green gram","Multiplicative"
"4256","biloli","green gram","Multiplicative"
"4257","kinwat","green gram","Multiplicative"
"4258","navapur","green gram","Multiplicative"
"4259","nampur","green gram","Multiplicative"
"4260","lasalgaon-niphad","green gram","Multiplicative"
"4261","lohara","green gram","Multiplicative"
"4262","bori","green gram","Multiplicative"
"4263","nira-saswad","green gram","Multiplicative"
"4264","tasgaon","green gram","Multiplicative"
"4265","phaltan","green gram","Multiplicative"
"4266","mohol","green gram","Multiplicative"
"4267","hinganghat","green gram","Multiplicative"
"4268","wardha","green gram","Multiplicative"
"4269","washim-ansing","green gram","Multiplicative"
"4270","zarijamini","green gram","Multiplicative"
"4271","vani","green gram","Multiplicative"
"4272","devani","green gram","Multiplicative"
"4273","pavani","green peas (dry)","Multiplicative"
"4274","dhule","green peas (dry)","Multiplicative"
"4275","bhiwapur","green peas (dry)","Multiplicative"
"4276","indapur","green peas (dry)","Multiplicative"
"4277","sangali","green peas (dry)","Multiplicative"
"4278","nagpur","green peas (dry)","Multiplicative"
"4279","akola","ground nut pods (dry)","Multiplicative"
"4280","dhamangaon-rly","ground nut pods (dry)","Multiplicative"
"4281","nandgaon khandeshwar","ground nut pods (dry)","Multiplicative"
"4282","morshi","ground nut pods (dry)","Multiplicative"
"4283","sangrampur-varvatbakal","ground nut pods (dry)","Multiplicative"
"4284","chandrapur","ground nut pods (dry)","Multiplicative"
"4285","yawal","ground nut pods (dry)","Multiplicative"
"4286","amalner","ground nut pods (dry)","Multiplicative"
"4287","narkhed","ground nut pods (dry)","Multiplicative"
"4288","mahur","ground nut pods (dry)","Multiplicative"
"4289","umari","ground nut pods (dry)","Multiplicative"
"4290","nampur","ground nut pods (dry)","Multiplicative"
"4291","pune","ground nut pods (dry)","Multiplicative"
"4292","pune-moshi","ground nut pods (dry)","Multiplicative"
"4293","pune-pimpri","ground nut pods (dry)","Multiplicative"
"4294","junnar-otur","ground nut pods (dry)","Multiplicative"
"4295","khed-chakan","ground nut pods (dry)","Multiplicative"
"4296","pune-manjri","ground nut pods (dry)","Multiplicative"
"4297","atpadi","ground nut pods (dry)","Multiplicative"
"4298","sindi (selu)","ground nut pods (dry)","Multiplicative"
"4299","sindi","ground nut pods (dry)","Multiplicative"
"4300","bori arab","ground nut pods (dry)","Multiplicative"
"4301","mahagaon","ground nut pods (dry)","Multiplicative"
"4302","pune-manjri","groundnut pods (wet)","Multiplicative"
"4303","mumbai-fruit market","guava","Multiplicative"
"4304","nashik-devlali","guava","Multiplicative"
"4305","shrirampur","guava","Multiplicative"
"4306","chakur","guvar","Multiplicative"
"4307","manchar","harbara(bhaji)","Multiplicative"
"4308","pune-manjri","harbara(bhaji)","Multiplicative"
"4309","barshi","harbara(bhaji)","Multiplicative"
"4310","ramtek","harbara(pendi)","Multiplicative"
"4311","anajngaon surji","he buffalo","Multiplicative"
"4312","khamgaon","he buffalo","Multiplicative"
"4313","pune-pimpri","hemp-seed","Multiplicative"
"4314","nampur","horse gram","Multiplicative"
"4315","manmad","horse gram","Multiplicative"
"4316","shirur","horse gram","Multiplicative"
"4317","lakhandur","indian bean","Multiplicative"
"4318","navapur","indian bean","Multiplicative"
"4319","dhule","jaggery","Multiplicative"
"4320","navapur","jaggery","Multiplicative"
"4321","indapur-bhigwan","jaggery","Multiplicative"
"4322","amarawati","jambhul","Multiplicative"
"4323","amarawati-fruit and vegetables","jambhul","Multiplicative"
"4324","mumbai-fruit market","jambhul","Multiplicative"
"4325","nagpur","jambhul","Multiplicative"
"4326","osmanabad","jambhul","Multiplicative"
"4327","kalyan (cattle market)","kalvad","Multiplicative"
"4328","dhule","kanda pat","Multiplicative"
"4329","nashik-devlali","kanda pat","Multiplicative"
"4330","manmad","kanda pat","Multiplicative"
"4331","solapur","kanda pat","Multiplicative"
"4332","kalyan","kanda pat","Multiplicative"
"4333","nashik-devlali","kardai","Multiplicative"
"4334","pune-pimpri","kardai","Multiplicative"
"4335","kamthi","karvand","Multiplicative"
"4336","rahuri","kharbuj","Multiplicative"
"4337","rahata","kharbuj","Multiplicative"
"4338","amarawati","kharbuj","Multiplicative"
"4339","amarawati-fruit and vegetables","kharbuj","Multiplicative"
"4340","nashik","kharbuj","Multiplicative"
"4341","shrirampur","kharbuj","Multiplicative"
"4342","mumbai-fruit market","kharbuj","Multiplicative"
"4343","rahuri-songaon","ladies finger","Multiplicative"
"4344","amarawati-fruit and vegetables","ladies finger","Multiplicative"
"4345","dhule","ladies finger","Multiplicative"
"4346","chalisgaon","ladies finger","Multiplicative"
"4347","kolhapur-malkapur","ladies finger","Multiplicative"
"4348","manmad","ladies finger","Multiplicative"
"4349","pune-moshi","ladies finger","Multiplicative"
"4350","islampur","ladies finger","Multiplicative"
"4351","phaltan","ladies finger","Multiplicative"
"4352","vadgaon peth","leafy vegetable","Multiplicative"
"4353","vai","leafy vegetable","Multiplicative"
"4354","shrigonda","lemon","Multiplicative"
"4355","amarawati-fruit and vegetables","lemon","Multiplicative"
"4356","chalisgaon","lemon","Multiplicative"
"4357","pandharpur","lemon","Multiplicative"
"4358","bhandara","lentil","Multiplicative"
"4359","lakhandur","lentil","Multiplicative"
"4360","latur","linseed","Multiplicative"
"4361","kurdwadi","linseed","Multiplicative"
"4362","hinganghat","linseed","Multiplicative"
"4363","mumbai-fruit market","litchi","Multiplicative"
"4364","jamkhed","maize","Multiplicative"
"4365","telhara","maize","Multiplicative"
"4366","sironcha","maize","Multiplicative"
"4367","bodwad-varangaon","maize","Multiplicative"
"4368","dharangaon","maize","Multiplicative"
"4369","jalgaon-masawat","maize","Multiplicative"
"4370","raver-sawada","maize","Multiplicative"
"4371","nampur","maize","Multiplicative"
"4372","koregaon","maize","Multiplicative"
"4373","ahmednagar","maize (corn.)","Multiplicative"
"4374","amarawati-fruit and vegetables","maize(corn.)","Multiplicative"
"4375","chandrapur","maize(corn.)","Multiplicative"
"4376","nagpur","maize(corn.)","Multiplicative"
"4377","pune-pimpri","maize(corn.)","Multiplicative"
"4378","pune-manjri","maize(corn.)","Multiplicative"
"4379","junnar (bhlhe)","male goat","Multiplicative"
"4380","palus","male lamb","Multiplicative"
"4381","sakri","male lamb","Multiplicative"
"4382","rahuri","mango","Multiplicative"
