"","APMC","Commodity","Year","Month","arrivals_in_qtl","min_price","max_price","modal_price","date","district_name","state_name","outlier"
"14536","mehkar","maize",2016,"September",13,1990,2011,2000,"2016-09","Buldhana","Maharashtra",TRUE
"14580","sakri","maize",2016,"October",1265,883,937,900,"2016-10","Dhule","Maharashtra",TRUE
"14691","chalisgaon","maize",2016,"October",29340,780,1166,965,"2016-10","Jalgaon","Maharashtra",TRUE
"14693","dharangaon","maize",2016,"October",209,924,999,968,"2016-10","Jalgaon","Maharashtra",TRUE
"14695","jalgaon-masawat","maize",2016,"October",3390,909,940,927,"2016-10","Jalgaon","Maharashtra",TRUE
"14732","ambad(vadi godri)","maize",2016,"June",3,1850,2351,1900,"2016-06","Jalna","Maharashtra",TRUE
"14747","ambad(vadi godri)","maize",2016,"October",262,839,1172,901,"2016-10","Jalna","Maharashtra",TRUE
"14752","jalna-badnapur","maize",2016,"October",2318,933,1060,979,"2016-10","Jalna","Maharashtra",TRUE
"14761","kolhapur-laxmipuri","maize",2016,"July",99,1883,2190,2031,"2016-07","Kolhapur","Maharashtra",TRUE
"14766","kolhapur-laxmipuri","maize",2016,"September",128,1833,1967,1900,"2016-09","Kolhapur","Maharashtra",TRUE
"14796","udgir","maize",2016,"October",150,4600,5050,5050,"2016-10","Latur","Maharashtra",TRUE
"14915","lasalgaon-vinchur","maize",2016,"July",11,2012,2012,2012,"2016-07","Nasik","Maharashtra",TRUE
"149761","sinner","maize",2016,"September",4,1964,1964,1964,"2016-09","Nasik","Maharashtra",TRUE
"15026","pune","maize",2016,"August",226,1875,1950,1919,"2016-08","Pune","Maharashtra",TRUE
"15048","pune","maize",2016,"July",104,1850,1925,1911,"2016-07","Pune","Maharashtra",TRUE
"150731","shirur","maize",2016,"May",33,1946,1946,1946,"2016-05","Pune","Maharashtra",TRUE
"15085","indapur-bhigwan","maize",2016,"September",95,1872,2122,2005,"2016-09","Pune","Maharashtra",TRUE
"15136","phaltan","maize",2016,"July",53,1770,2284,2067,"2016-07","Satara","Maharashtra",TRUE
"15151","phaltan","maize",2016,"September",113,1601,2313,1950,"2016-09","Satara","Maharashtra",TRUE
"15262","pathari","maize",2016,"November",13,4200,4601,4400,"2016-11","Parbhani","Maharashtra",TRUE
"153031","kannad","maize",2016,"November",27334,905,1055,981,"2016-11","Aurangabad","Maharashtra",TRUE
"15310","fulambri","maize",2016,"November",2314,652,1092,678,"2016-11","Aurangabad","Maharashtra",TRUE
"15329","sakri","maize",2016,"November",23003,871,1143,971,"2016-11","Dhule","Maharashtra",TRUE
"15337","raver-sawada","maize",2016,"November",100,925,983,950,"2016-11","Jalgaon","Maharashtra",TRUE
"15358","kolhapur-laxmipuri","maize",2016,"November",108,1900,2000,1950,"2016-11","Kolhapur","Maharashtra",TRUE
"15419","junnar-otur","maize(corn.)",2016,"August",2018,1813,3606,3038,"2016-08","Pune","Maharashtra",TRUE
"15422","junnar-otur","maize(corn.)",2016,"July",506,1556,3833,3661,"2016-07","Pune","Maharashtra",TRUE
"15424","junnar-otur","maize(corn.)",2016,"June",127,1100,2683,2408,"2016-06","Pune","Maharashtra",TRUE
"15428","ratanagari","maize(corn.)",2016,"April",80,3625,5625,4650,"2016-04","Ratnagiri","Maharashtra",TRUE
"15429","ratanagari","maize(corn.)",2016,"July",10,5000,6000,5600,"2016-07","Ratnagiri","Maharashtra",TRUE
"15430","ratanagari","maize(corn.)",2016,"March",42,3250,4500,3950,"2016-03","Ratnagiri","Maharashtra",TRUE
"15431","ratanagari","maize(corn.)",2016,"May",21,4000,5000,4600,"2016-05","Ratnagiri","Maharashtra",TRUE
"15432","ratanagari","maize(corn.)",2016,"October",27,3500,5000,4300,"2016-10","Ratnagiri","Maharashtra",TRUE
"15433","ratanagari","maize(corn.)",2016,"September",44,3333,4167,3833,"2016-09","Ratnagiri","Maharashtra",TRUE
"15438","ratanagari","maize(corn.)",2016,"November",11,2000,4000,3000,"2016-11","Ratnagiri","Maharashtra",TRUE
"15440","bhivandi","male goat",2016,"January",10650,500,700,600,"2016-01","Thane","Maharashtra",TRUE
"15445","khamgaon","male lamb",2016,"February",31,4000,8000,6000,"2016-02","Buldhana","Maharashtra",TRUE
"15466","aurangabad","mango",2016,"March",407,6746,10846,8796,"2016-03","Aurangabad","Maharashtra",TRUE
"15482","mumbai","mango",2016,"April",247368,14380,18854,16940,"2016-04","Mumbai","Maharashtra",TRUE
"15486","mumbai","mango",2016,"March",44802,17985,24335,21160,"2016-03","Mumbai","Maharashtra",TRUE
"15487","mumbai","mango",2016,"May",229494,10633,16000,13327,"2016-05","Mumbai","Maharashtra",TRUE
"15488","mumbai-fruit market","mango",2016,"May",123776,4800,15200,9800,"2016-05","Mumbai","Maharashtra",TRUE
"15502","nashik","mango",2016,"April",3837,9568,20386,14364,"2016-04","Nasik","Maharashtra",TRUE
"15506","nashik","mango",2016,"March",275,11833,20417,15833,"2016-03","Nasik","Maharashtra",TRUE
"15512","sangli-phale bhajipalam","mango",2016,"April",3817,16621,30270,23364,"2016-04","Sangli","Maharashtra",TRUE
"15513","sangli-phale bhajipalam","mango",2016,"February",78,17422,83075,43218,"2016-02","Sangli","Maharashtra",TRUE
"15516","sangli-phale bhajipalam","mango",2016,"March",246,23833,49395,36506,"2016-03","Sangli","Maharashtra",TRUE
"15517","sangli-phale bhajipalam","mango",2016,"May",15955,8554,21135,14806,"2016-05","Sangli","Maharashtra",TRUE
"15518","karad","mango",2016,"April",234,12667,16646,16646,"2016-04","Satara","Maharashtra",TRUE
"15529","kalyan","mango",2016,"March",3,10000,15000,14000,"2016-03","Thane","Maharashtra",TRUE
"15547","aurangabad","mango(raw)",2016,"February",23,5333,6667,5833,"2016-02","Aurangabad","Maharashtra",TRUE
"15589","pune","mango(raw)",2016,"October",93,4577,6538,5862,"2016-10","Pune","Maharashtra",TRUE
"15628","kolhapur","math (bhaji)",2016,"June",151,4846,11577,7431,"2016-06","Kolhapur","Maharashtra",TRUE
"15630","kolhapur","math (bhaji)",2016,"May",75,3300,9800,6100,"2016-05","Kolhapur","Maharashtra",TRUE
"15681","rahuri-vambori","matki",2016,"January",1,9911,9911,9911,"2016-01","Ahmadnagar","Maharashtra",TRUE
"15685","ahmednagar","matki",2016,"March",6,83,83,83,"2016-03","Ahmadnagar","Maharashtra",TRUE
"15728","shirpur","matki",2016,"September",1,2511,2511,2511,"2016-09","Dhule","Maharashtra",TRUE
"15736","jalna","matki",2016,"January",2,12000,12000,12000,"2016-01","Jalna","Maharashtra",TRUE
"15737","jalna","matki",2016,"June",1,10051,10051,10051,"2016-06","Jalna","Maharashtra",TRUE
"15781","sangali","matki",2016,"June",1649,7167,11187,10033,"2016-06","Sangli","Maharashtra",TRUE
"15794","barshi","matki",2016,"March",18,2575,2575,2575,"2016-03","Solapur","Maharashtra",TRUE
"15839","aurangabad","melon",2016,"February",41700,1533,4167,3017,"2016-02","Aurangabad","Maharashtra",TRUE
"15840","aurangabad","melon",2016,"March",176840,1945,4959,3452,"2016-03","Aurangabad","Maharashtra",TRUE
"15847","kolhapur","melon",2016,"August",23,3967,4133,4050,"2016-08","Kolhapur","Maharashtra",TRUE
"15851","kolhapur","melon",2016,"October",16,2700,3000,2750,"2016-10","Kolhapur","Maharashtra",TRUE
"15880","karad","melon",2016,"August",54,2000,2500,2500,"2016-08","Satara","Maharashtra",TRUE
"15888","amarawati-fruit and vegetables","methi (bhaji)",2016,"June",213,4871,5605,5240,"2016-06","Amaravathi","Maharashtra",TRUE
"16083","kolhapur","mosambi",2016,"June",238,3831,7200,5562,"2016-06","Kolhapur","Maharashtra",TRUE
"16085","kolhapur","mosambi",2016,"May",239,4418,7473,5755,"2016-05","Kolhapur","Maharashtra",TRUE
"16136","karad","mosambi",2016,"April",81,5200,6680,6680,"2016-04","Satara","Maharashtra",TRUE
"16137","karad","mosambi",2016,"August",78,5942,7115,7115,"2016-08","Satara","Maharashtra",TRUE
"16138","karad","mosambi",2016,"February",90,4520,6260,6260,"2016-02","Satara","Maharashtra",TRUE
"16139","karad","mosambi",2016,"January",111,4167,6271,6271,"2016-01","Satara","Maharashtra",TRUE
"16140","karad","mosambi",2016,"July",66,5857,6833,6833,"2016-07","Satara","Maharashtra",TRUE
"16141","karad","mosambi",2016,"June",78,6038,7135,7135,"2016-06","Satara","Maharashtra",TRUE
"16142","karad","mosambi",2016,"March",81,4907,6185,6185,"2016-03","Satara","Maharashtra",TRUE
"16143","karad","mosambi",2016,"May",81,5833,7611,7611,"2016-05","Satara","Maharashtra",TRUE
"16144","karad","mosambi",2016,"October",78,6620,9020,9020,"2016-10","Satara","Maharashtra",TRUE
"16145","karad","mosambi",2016,"September",69,6239,7674,7674,"2016-09","Satara","Maharashtra",TRUE
"16159","kalyan","mosambi",2016,"October",3,6000,7000,6500,"2016-10","Thane","Maharashtra",TRUE
"16168","karad","mosambi",2016,"November",78,5940,8780,8780,"2016-11","Satara","Maharashtra",TRUE
"16184","solapur","mula shenga",2016,"October",15,3200,4200,3900,"2016-10","Solapur","Maharashtra",TRUE
"16185","solapur","mula shenga",2016,"September",4,2500,4000,3000,"2016-09","Solapur","Maharashtra",TRUE
"16279","mangaon(bhadav)","nachani",2016,"May",203,1440,2513,1893,"2016-05","Raigad","Maharashtra",TRUE
"16280","mangaon(bhadav)","nachani",2016,"October",231,1518,2445,1855,"2016-10","Raigad","Maharashtra",TRUE
"16283","kalvan","nagali",2016,"February",10,1400,1500,1451,"2016-02","Nasik","Maharashtra",TRUE
"16284","devala","nagali",2016,"January",1,1905,1905,1905,"2016-01","Nasik","Maharashtra",TRUE
"16285","mangaon(bhadav)","nagali",2016,"April",89,1363,2238,1775,"2016-04","Raigad","Maharashtra",TRUE
"16286","mangaon(bhadav)","nagali",2016,"August",148,1388,2275,1763,"2016-08","Raigad","Maharashtra",TRUE
"16292","mangaon(bhadav)","nagali",2016,"May",212,1424,2494,1841,"2016-05","Raigad","Maharashtra",TRUE
"16295","mangaon(bhadav)","nagali",2016,"November",151,1350,2450,1825,"2016-11","Raigad","Maharashtra",TRUE
"16302","kolhapur","naspatti",2016,"August",3,10000,10000,10000,"2016-08","Kolhapur","Maharashtra",TRUE
"16331","pune-manjri","nolkol",2016,"October",1,3000,3000,3000,"2016-10","Pune","Maharashtra",TRUE
"16333","pune-manjri","nolkol",2016,"September",1,3000,3000,3000,"2016-09","Pune","Maharashtra",TRUE
"16335","pune-manjri","nolkol",2016,"November",1,3000,3000,3000,"2016-11","Pune","Maharashtra",TRUE
"16374","ahmednagar","onion",2016,"January",208751,200,1947,1313,"2016-01","Ahmadnagar","Maharashtra",TRUE
"16377","kopargaon","onion",2016,"January",30447,428,1535,1231,"2016-01","Ahmadnagar","Maharashtra",TRUE
"16378","newasa-ghodegaon","onion",2016,"January",316203,238,1762,1454,"2016-01","Ahmadnagar","Maharashtra",TRUE
"16379","parner","onion",2016,"January",123629,550,1820,1379,"2016-01","Ahmadnagar","Maharashtra",TRUE
"16380","pathardi","onion",2016,"January",4634,282,1787,1332,"2016-01","Ahmadnagar","Maharashtra",TRUE
"16381","rahata","onion",2016,"January",149286,427,1986,1223,"2016-01","Ahmadnagar","Maharashtra",TRUE
"16384","sangamner","onion",2016,"January",117471,500,1853,1312,"2016-01","Ahmadnagar","Maharashtra",TRUE
"16385","shrigonda","onion",2016,"January",13850,222,1583,1317,"2016-01","Ahmadnagar","Maharashtra",TRUE
"16386","shrirampur","onion",2016,"January",27479,263,1751,1313,"2016-01","Ahmadnagar","Maharashtra",TRUE
"16534","nandura","onion",2016,"January",2165,1756,3001,2937,"2016-01","Buldhana","Maharashtra",TRUE
"16615","kolhapur","onion",2016,"January",97337,488,2042,1304,"2016-01","Kolhapur","Maharashtra",TRUE
"16625","mumbai","onion",2016,"January",383292,658,1468,1216,"2016-01","Mumbai","Maharashtra",TRUE
"16639","kamthi","onion",2016,"February",143,640,1680,1260,"2016-02","Nagpur","Maharashtra",TRUE
"16641","ramtek","onion",2016,"February",110,1189,1600,1394,"2016-02","Nagpur","Maharashtra",TRUE
"16642","kamthi","onion",2016,"January",102,675,2285,1580,"2016-01","Nagpur","Maharashtra",TRUE
"16643","nagpur","onion",2016,"January",117709,1010,1450,1341,"2016-01","Nagpur","Maharashtra",TRUE
"16644","ramtek","onion",2016,"January",147,1438,1815,1608,"2016-01","Nagpur","Maharashtra",TRUE
"16651","kamthi","onion",2016,"March",164,611,1653,1224,"2016-03","Nagpur","Maharashtra",TRUE
"16653","ramtek","onion",2016,"March",139,1141,1707,1421,"2016-03","Nagpur","Maharashtra",TRUE
"16886","pune-manjri","onion",2016,"February",5,0,900,0,"2016-02","Pune","Maharashtra",TRUE
"16888","baramati","onion",2016,"January",1160,325,2114,1413,"2016-01","Pune","Maharashtra",TRUE
"16890","junnar","onion",2016,"January",10651,778,1629,1244,"2016-01","Pune","Maharashtra",TRUE
"16891","khed-chakan","onion",2016,"January",83735,861,1625,1328,"2016-01","Pune","Maharashtra",TRUE
"16892","manchar","onion",2016,"January",9771,867,1670,1238,"2016-01","Pune","Maharashtra",TRUE
"16893","pune","onion",2016,"January",327472,604,1729,1504,"2016-01","Pune","Maharashtra",TRUE
"16894","pune-pimpri","onion",2016,"January",8,1320,1320,1320,"2016-01","Pune","Maharashtra",TRUE
"16956","ratanagari","onion",2016,"February",45,1500,2000,1600,"2016-02","Ratnagiri","Maharashtra",TRUE
"16959","vita","onion",2016,"August",138,5,9,7,"2016-08","Sangli","Maharashtra",TRUE
"16963","vita","onion",2016,"July",33,5,9,7,"2016-07","Sangli","Maharashtra",TRUE
"16981","karad","onion",2016,"February",4275,792,1436,1436,"2016-02","Satara","Maharashtra",TRUE
"16986","karad","onion",2016,"January",4065,1284,1880,1880,"2016-01","Satara","Maharashtra",TRUE
"16987","koregaon","onion",2016,"January",791,860,1660,1240,"2016-01","Satara","Maharashtra",TRUE
"16990","satara","onion",2016,"January",6683,911,1822,1356,"2016-01","Satara","Maharashtra",TRUE
"17035","akluj","onion",2016,"February",928,675,1738,1738,"2016-02","Solapur","Maharashtra",TRUE
"17041","akluj","onion",2016,"January",918,918,2135,2135,"2016-01","Solapur","Maharashtra",TRUE
"17058","akluj","onion",2016,"March",959,593,1300,1300,"2016-03","Solapur","Maharashtra",TRUE
"17083","bhivandi","onion",2016,"April",922,1219,1538,1360,"2016-04","Thane","Maharashtra",TRUE
"17087","vasai","onion",2016,"April",250,975,1700,1250,"2016-04","Thane","Maharashtra",TRUE
"17091","bhivandi","onion",2016,"February",1252,1320,1529,1412,"2016-02","Thane","Maharashtra",TRUE
"17095","vasai","onion",2016,"February",595,1053,1766,1416,"2016-02","Thane","Maharashtra",TRUE
"17096","bhivandi","onion",2016,"January",1346,1693,2127,1889,"2016-01","Thane","Maharashtra",TRUE
"17097","kalyan","onion",2016,"January",132,1057,1319,1216,"2016-01","Thane","Maharashtra",TRUE
"17099","ulhasnagar","onion",2016,"January",3676,872,1694,1289,"2016-01","Thane","Maharashtra",TRUE
"17100","vasai","onion",2016,"January",740,1110,1823,1479,"2016-01","Thane","Maharashtra",TRUE
"17104","ulhasnagar","onion",2016,"July",5071,1000,1488,1248,"2016-07","Thane","Maharashtra",TRUE
"17115","vasai","onion",2016,"March",415,1026,1735,1351,"2016-03","Thane","Maharashtra",TRUE
"17127","amarawati-fruit and vegetables","onion",2016,"November",5048,992,1508,1277,"2016-11","Amaravathi","Maharashtra",TRUE
"17130","chandrapur-ganjwad","onion",2016,"November",5299,1165,1771,1465,"2016-11","Chandrapur","Maharashtra",TRUE
"17135","junnar (alephata)","onion",2016,"November",77440,590,1420,1245,"2016-11","Pune","Maharashtra",TRUE
"17161","amalner","onion",2016,"November",53,150,173,173,"2016-11","Jalgaon","Maharashtra",TRUE
"17215","amarawati-fruit and vegetables","orange",2016,"July",70,4000,8000,6000,"2016-07","Amaravathi","Maharashtra",TRUE
"172371","kolhapur","orange",2016,"April",80,5717,8050,6592,"2016-04","Kolhapur","Maharashtra",TRUE
"17238","kolhapur","orange",2016,"August",29,5950,8843,6883,"2016-08","Kolhapur","Maharashtra",TRUE
"17241","kolhapur","orange",2016,"July",10,5133,7000,6067,"2016-07","Kolhapur","Maharashtra",TRUE
"17242","kolhapur","orange",2016,"June",156,6731,8400,7431,"2016-06","Kolhapur","Maharashtra",TRUE
"17244","kolhapur","orange",2016,"May",41,7000,8925,7700,"2016-05","Kolhapur","Maharashtra",TRUE
"17260","bhiwapur","orange",2016,"February",232,3913,10138,6800,"2016-02","Nagpur","Maharashtra",TRUE
"17279","narkhed","orange",2016,"October",2512,7443,12771,9543,"2016-10","Nagpur","Maharashtra",TRUE
"17294","sangli-phale bhajipalam","orange",2016,"October",249,3280,10000,7560,"2016-10","Sangli","Maharashtra",TRUE
"17301","kalyan","orange",2016,"June",24,5313,6275,5725,"2016-06","Thane","Maharashtra",TRUE
"17349","khalapur(shil-phata)","other cereals",2016,"July",36,4750,6400,5550,"2016-07","Raigad","Maharashtra",TRUE
"17350","khalapur(shil-phata)","other cereals",2016,"June",154,6694,9138,8000,"2016-06","Raigad","Maharashtra",TRUE
"17351","khalapur(shil-phata)","other cereals",2016,"May",66,5650,6950,6313,"2016-05","Raigad","Maharashtra",TRUE
"17780","akkolkot","paddy-unhusked",2016,"October",3,701,701,701,"2016-10","Solapur","Maharashtra",TRUE
"17894","chandrapur","papai",2016,"July",320,2583,3917,3250,"2016-07","Chandrapur","Maharashtra",TRUE
"18038","karad","pavata",2016,"June",129,6432,7182,7182,"2016-06","Satara","Maharashtra",TRUE
"18039","vai","pavata",2016,"June",24,6333,7333,7067,"2016-06","Satara","Maharashtra",TRUE
"18060","pune-manjri","pavtta",2016,"April",2,0,4100,0,"2016-04","Pune","Maharashtra",TRUE
"18079","pune","pavtta",2016,"June",204,4857,7048,6581,"2016-06","Pune","Maharashtra",TRUE
"18080","pune-manjri","pavtta",2016,"June",6,0,8000,0,"2016-06","Pune","Maharashtra",TRUE
"18086","pune-manjri","pavtta",2016,"May",2,0,8000,0,"2016-05","Pune","Maharashtra",TRUE
"18112","satara","pavtta",2016,"June",28,7733,8700,8217,"2016-06","Satara","Maharashtra",TRUE
"18113","vai","pavtta",2016,"June",4,7000,8000,7600,"2016-06","Satara","Maharashtra",TRUE
"18118","satara","pavtta",2016,"May",6,6800,7800,7300,"2016-05","Satara","Maharashtra",TRUE
"18537","tumsar","pigeon pea (tur)",2016,"October",2,3211,3211,3211,"2016-10","Bhandara","Maharashtra",TRUE
"18721","dondaicha","pigeon pea (tur)",2016,"October",1,3500,3500,3500,"2016-10","Dhule","Maharashtra",TRUE
"18722","sakri","pigeon pea (tur)",2016,"October",52,3213,3384,3254,"2016-10","Dhule","Maharashtra",TRUE
"18725","sakri","pigeon pea (tur)",2016,"September",3,1800,2800,2000,"2016-09","Dhule","Maharashtra",TRUE
"18793","parola","pigeon pea (tur)",2016,"August",9,2700,2700,2700,"2016-08","Jalgaon","Maharashtra",TRUE
"18834","parola","pigeon pea (tur)",2016,"October",6,3000,3000,3000,"2016-10","Jalgaon","Maharashtra",TRUE
"18838","parola","pigeon pea (tur)",2016,"September",3,2600,2600,2600,"2016-09","Jalgaon","Maharashtra",TRUE
"19732","sindi (selu)","pigeon pea (tur)",2016,"November",39,1810,5435,2540,"2016-11","Wardha","Maharashtra",TRUE
"19808","dhule","pigeon pea (tur)",2016,"November",33,3429,3814,3529,"2016-11","Dhule","Maharashtra",TRUE
"19809","sakri","pigeon pea (tur)",2016,"November",25,3061,3593,3300,"2016-11","Dhule","Maharashtra",TRUE
"19812","nampur","pigeon pea (tur)",2016,"November",16,2625,2942,2704,"2016-11","Nasik","Maharashtra",TRUE
"19848","nagpur","pineapple",2016,"April",5084,1500,5522,4516,"2016-04","Nagpur","Maharashtra",TRUE
"19853","nagpur","pineapple",2016,"June",2694,1720,5460,4535,"2016-06","Nagpur","Maharashtra",TRUE
"20036","lasalgaon","pomegranate",2016,"September",6464,246,11521,8388,"2016-09","Nasik","Maharashtra",TRUE
"20044","junnar (alephata)","pomegranate",2016,"August",35232,2606,13656,10533,"2016-08","Pune","Maharashtra",TRUE
"20048","junnar (alephata)","pomegranate",2016,"July",11757,3000,11696,9000,"2016-07","Pune","Maharashtra",TRUE
"20050","junnar (alephata)","pomegranate",2016,"June",5273,3190,9669,9200,"2016-06","Pune","Maharashtra",TRUE
"20054","junnar (alephata)","pomegranate",2016,"October",4494,2500,14427,9833,"2016-10","Pune","Maharashtra",TRUE
"20056","junnar (alephata)","pomegranate",2016,"September",12587,2750,17800,11607,"2016-09","Pune","Maharashtra",TRUE
"20099","barshi","pomegranate",2016,"February",45,200,396,307,"2016-02","Solapur","Maharashtra",TRUE
"20103","barshi","pomegranate",2016,"January",168,216,361,288,"2016-01","Solapur","Maharashtra",TRUE
"20115","barshi","pomegranate",2016,"March",57,313,569,444,"2016-03","Solapur","Maharashtra",TRUE
"20201","amarawati-fruit and vegetables","potato",2016,"July",8060,2070,2406,2239,"2016-07","Amaravathi","Maharashtra",TRUE
"20340","junnar-otur","potato",2016,"June",7,50,130,120,"2016-06","Pune","Maharashtra",TRUE
"20368","vita","potato",2016,"August",229,19,22,21,"2016-08","Sangli","Maharashtra",TRUE
"20372","vita","potato",2016,"July",273,20,23,21,"2016-07","Sangli","Maharashtra",TRUE
"20495","pune-pimpri","potato",2016,"November",6,2600,2800,2733,"2016-11","Pune","Maharashtra",TRUE
"20555","pune","pumpkin",2016,"April",389,1170,2280,1995,"2016-04","Pune","Maharashtra",TRUE
"20560","pune","pumpkin",2016,"June",656,1776,2308,2052,"2016-06","Pune","Maharashtra",TRUE
"20562","pune","pumpkin",2016,"May",529,1562,2348,2095,"2016-05","Pune","Maharashtra",TRUE
"20596","kamthi","raddish",2016,"July",18,2383,4283,3433,"2016-07","Nagpur","Maharashtra",TRUE
"20607","ramtek","raddish",2016,"May",1,3000,4000,3500,"2016-05","Nagpur","Maharashtra",TRUE
"20642","pune-manjri","raddish",2016,"June",448,2100,4256,3067,"2016-06","Pune","Maharashtra",TRUE
"20664","jalna","rajgira",2016,"May",4,4100,4100,4100,"2016-05","Jalna","Maharashtra",TRUE
"20665","jalna","rajgira",2016,"September",5,5302,5302,5302,"2016-09","Jalna","Maharashtra",TRUE
"20669","shirur","rajgira",2016,"August",1,4000,4000,4000,"2016-08","Pune","Maharashtra",TRUE
"20677","indapur-bhigwan","rajgira",2016,"September",1,4000,4000,4000,"2016-09","Pune","Maharashtra",TRUE
"20756","mumbai","rice(paddy-hus)",2016,"June",467511,4798,7259,6028,"2016-06","Mumbai","Maharashtra",TRUE
"20759","mumbai","rice(paddy-hus)",2016,"October",436662,4816,7702,6258,"2016-10","Mumbai","Maharashtra",TRUE
"21019","mumbai","rice(paddy-hus)",2016,"November",606337,4562,9381,6023,"2016-11","Mumbai","Maharashtra",TRUE
"21108","akola","safflower",2016,"February",32,1850,1875,1875,"2016-02","Akola","Maharashtra",TRUE
"21110","murtizapur","safflower",2016,"March",50,1750,1981,1860,"2016-03","Akola","Maharashtra",TRUE
"21111","akola","safflower",2016,"May",28,1811,1811,1811,"2016-05","Akola","Maharashtra",TRUE
"21112","daryapur","safflower",2016,"June",33,1800,1800,1800,"2016-06","Amaravathi","Maharashtra",TRUE
"21145","shegaon","safflower",2016,"June",10,1870,1870,1870,"2016-06","Buldhana","Maharashtra",TRUE
"211471","shegaon","safflower",2016,"May",5,1765,1765,1765,"2016-05","Buldhana","Maharashtra",TRUE
"21165","udgir","safflower",2016,"April",194,4315,4422,4422,"2016-04","Latur","Maharashtra",TRUE
"21185","latur-murud","safflower",2016,"June",3,4201,4201,4201,"2016-06","Latur","Maharashtra",TRUE
"21201","nandurbar","safflower",2016,"April",1,3600,3600,3600,"2016-04","Nandurbar","Maharashtra",TRUE
"21202","nandurbar","safflower",2016,"February",27,3250,3500,3375,"2016-02","Nandurbar","Maharashtra",TRUE
"21203","nandurbar","safflower",2016,"March",136,3767,4517,4200,"2016-03","Nandurbar","Maharashtra",TRUE
"21204","sinner","safflower",2016,"February",2,3200,3200,3200,"2016-02","Nasik","Maharashtra",TRUE
"21245","sonpeth","safflower",2016,"October",10,4082,4082,4082,"2016-10","Parbhani","Maharashtra",TRUE
"21249","pune-pimpri","safflower",2016,"June",350,300,400,366,"2016-06","Pune","Maharashtra",TRUE
"21309","vaijapur","sesamum",2016,"March",1,8501,8501,8501,"2016-03","Aurangabad","Maharashtra",TRUE
"21350","malkapur","sesamum",2016,"October",4,1365,1785,1500,"2016-10","Buldhana","Maharashtra",TRUE
"21356","dhule","sesamum",2016,"August",3,1500,1500,1500,"2016-08","Dhule","Maharashtra",TRUE
"21365","dondaicha","sesamum",2016,"March",15,1425,1566,1538,"2016-03","Dhule","Maharashtra",TRUE
"21367","dhule","sesamum",2016,"October",15,8401,8401,8401,"2016-10","Dhule","Maharashtra",TRUE
"21382","yawal","sesamum",2016,"July",6,7700,8500,8100,"2016-07","Jalgaon","Maharashtra",TRUE
"21407","nagpur","sesamum",2016,"June",190,2100,2300,2250,"2016-06","Nagpur","Maharashtra",TRUE
"21445","kalyan","sesamum",2016,"August",18,9000,10600,9817,"2016-08","Thane","Maharashtra",TRUE
"21446","kalyan","sesamum",2016,"January",12,9500,11000,10650,"2016-01","Thane","Maharashtra",TRUE
"21447","kalyan","sesamum",2016,"July",15,9000,10280,9640,"2016-07","Thane","Maharashtra",TRUE
"21448","kalyan","sesamum",2016,"March",9,8333,10000,9167,"2016-03","Thane","Maharashtra",TRUE
"21449","kalyan","sesamum",2016,"May",6,7800,9400,9000,"2016-05","Thane","Maharashtra",TRUE
"21450","kalyan","sesamum",2016,"September",6,9000,11000,10000,"2016-09","Thane","Maharashtra",TRUE
"21504","kolhapur","shepu",2016,"April",4,4200,5600,4900,"2016-04","Kolhapur","Maharashtra",TRUE
"21507","kolhapur","shepu",2016,"June",19,4550,6650,5600,"2016-06","Kolhapur","Maharashtra",TRUE
"21508","kolhapur","shepu",2016,"October",3,4200,4200,4200,"2016-10","Kolhapur","Maharashtra",TRUE
"21539","khed-chakan","shepu",2016,"January",7000,4000,5000,4500,"2016-01","Pune","Maharashtra",TRUE
"21738","shahapur","shevga",2016,"January",100,6667,7600,7147,"2016-01","Thane","Maharashtra",TRUE
"22117","daryapur","sorgum(jawar)",2016,"February",6,800,800,800,"2016-02","Amaravathi","Maharashtra",TRUE
"22167","varud","sorgum(jawar)",2016,"October",3646,14,30,30,"2016-10","Amaravathi","Maharashtra",TRUE
"22168","varud-rajura bazar","sorgum(jawar)",2016,"October",4064,576,651,601,"2016-10","Amaravathi","Maharashtra",TRUE
"22695","kolhapur-laxmipuri","sorgum(jawar)",2016,"April",6075,1722,3688,3000,"2016-04","Kolhapur","Maharashtra",TRUE
"22696","kolhapur-laxmipuri","sorgum(jawar)",2016,"August",1325,1748,3906,2488,"2016-08","Kolhapur","Maharashtra",TRUE
"22697","kolhapur-laxmipuri","sorgum(jawar)",2016,"February",6570,1708,3521,3000,"2016-02","Kolhapur","Maharashtra",TRUE
"22698","kolhapur-laxmipuri","sorgum(jawar)",2016,"January",6490,1752,3721,2688,"2016-01","Kolhapur","Maharashtra",TRUE
"22699","kolhapur-laxmipuri","sorgum(jawar)",2016,"July",1961,1776,3585,2691,"2016-07","Kolhapur","Maharashtra",TRUE
"22700","kolhapur-laxmipuri","sorgum(jawar)",2016,"June",2380,1751,3521,2919,"2016-06","Kolhapur","Maharashtra",TRUE
"22701","kolhapur-laxmipuri","sorgum(jawar)",2016,"March",6610,1731,3627,3092,"2016-03","Kolhapur","Maharashtra",TRUE
"22702","kolhapur-laxmipuri","sorgum(jawar)",2016,"May",7110,1725,3560,3413,"2016-05","Kolhapur","Maharashtra",TRUE
